Timestamp,Pressure (kPa),Voltage (V),Vehicle State,Fault Type
01:26.8,80.23199421,0,Wide Open Throttle,Wiring Issue
56:51.2,63.39658276,5,Engine OFF,Power Supply Issue
43:21.2,26.31677481,1.401138902,Idle,Normal
04:28.4,56.20633659,5,Idle,Power Supply Issue
29:46.0,108.0605841,4.151487088,Engine OFF,Sensor Fault
28:48.4,118.356476,3.314016902,Engine OFF,Normal
59:32.7,4.96385746,0.468479036,Throttle Release,Normal
18:39.2,108.7748182,2.965609329,Wide Open Throttle,Normal
38:24.9,47.8526429,3.063012127,Acceleration,Normal
47:31.0,14.10182414,3.022379514,Throttle Release,Normal
17:11.4,42.63387511,0.975221613,Acceleration,Normal
41:31.6,18.37598132,1.814538349,Engine OFF,Normal
21:22.1,79.41232468,3.206151783,Acceleration,Normal
39:06.7,68.0245058,2.372532824,Acceleration,Normal
13:55.7,26.68943677,2.576599359,Wide Open Throttle,Normal
06:10.3,55.93006623,0,Acceleration,Wiring Issue
24:18.2,109.2451915,1.459320639,Idle,Normal
12:23.1,74.33695601,2.267648394,Wide Open Throttle,Normal
44:36.9,119.0413132,4.455236095,Wide Open Throttle,Normal
34:27.0,63.60509148,3.696972702,Throttle Release,Normal
21:27.3,117.7276772,2.003973683,Engine OFF,Normal
22:00.3,37.35129569,0.846517556,Idle,Normal
31:41.1,117.4870576,3.892509368,Engine OFF,Normal
28:21.5,20.32623852,0.344576809,Throttle Release,Sensor Fault
26:57.2,68.09846765,4.112688659,Idle,Normal
02:41.1,73.7875643,4.771205586,Acceleration,Power Supply Issue
55:53.4,40.63241146,0.359870405,Wide Open Throttle,Wiring Issue
29:43.6,69.29962957,0.664887607,Idle,Normal
02:57.2,81.24131854,0,Acceleration,Wiring Issue
04:15.5,27.49811328,0.110024498,Throttle Release,Sensor Fault
34:56.5,17.65753215,0.763087065,Idle,Normal
23:59.0,51.90734686,2.300437484,Acceleration,Normal
14:27.4,56.20740686,3.185479057,Acceleration,Normal
03:05.1,66.02758051,5,Acceleration,Power Supply Issue
56:19.2,55.16504484,0.148015232,Wide Open Throttle,Wiring Issue
24:02.2,108.8964078,4.068392462,Engine OFF,Normal
28:09.9,57.63482616,0.604530267,Acceleration,Normal
35:13.7,35.29976773,2.460690034,Idle,Normal
05:21.1,69.709023,5,Acceleration,Power Supply Issue
38:47.8,113.8811036,2.065639822,Engine OFF,Normal
12:23.1,67.99709211,3.566737618,Engine OFF,Normal
59:12.1,21.23116334,0,Throttle Release,Wiring Issue
14:18.7,85.46916893,3.923476909,Wide Open Throttle,Normal
16:49.9,83.5735152,3.539627944,Engine OFF,Normal
03:17.8,14.97289015,4.359792704,Engine OFF,Sensor Fault
00:58.4,112.5138755,0.549289564,Engine OFF,Sensor Fault
01:43.4,11.3125274,0.105417491,Throttle Release,Wiring Issue
35:51.1,108.585993,4.512111027,Engine OFF,Power Supply Issue
25:59.8,13.19894769,0.02762052,Throttle Release,Wiring Issue
46:41.0,83.03063998,2.056962548,Acceleration,Normal
06:11.1,108.7100991,0,Wide Open Throttle,Wiring Issue
38:36.6,44.52257186,3.370230723,Acceleration,Normal
28:09.8,36.12722283,0.781764875,Engine OFF,Normal
05:07.4,20.71146932,0.570256269,Throttle Release,Sensor Fault
29:47.3,9.004685809,0.150602217,Throttle Release,Normal
16:11.8,17.51174009,0.574909392,Throttle Release,Normal
13:20.4,84.19070686,3.93883647,Wide Open Throttle,Normal
54:17.7,15.44341219,0.738022079,Throttle Release,Normal
02:14.4,76.44646135,5,Wide Open Throttle,Power Supply Issue
05:43.9,19.81772493,0.293882728,Throttle Release,Sensor Fault
18:56.3,40.6525843,1.290971533,Idle,Normal
39:38.2,88.47644182,3.975907759,Wide Open Throttle,Normal
05:22.0,87.83024307,0,Throttle Release,Wiring Issue
58:32.9,12.6026195,0.430936102,Throttle Release,Wiring Issue
05:26.7,56.08081217,5,Engine OFF,Power Supply Issue
25:55.5,94.09308333,4.646723387,Engine OFF,Normal
29:58.7,77.9346917,3.07055616,Acceleration,Normal
30:03.3,11.98430042,4.135024997,Throttle Release,Normal
04:48.7,66.55089747,0.154735651,Wide Open Throttle,Wiring Issue
29:03.4,35.40928337,1.029631458,Idle,Normal
01:02.3,29.52956443,2.270451066,Idle,Normal
34:22.8,32.43753531,2.676401432,Acceleration,Normal
38:01.9,9.983459387,5,Throttle Release,Sensor Fault
01:14.6,72.2570055,0,Wide Open Throttle,Wiring Issue
26:01.8,14.47345036,1.346072011,Idle,Normal
42:28.3,68.02021814,3.323212808,Wide Open Throttle,Normal
43:03.6,43.66561539,1.889310161,Idle,Normal
46:21.5,95.30115089,3.014408584,Engine OFF,Normal
02:18.2,73.6868675,5,Wide Open Throttle,Power Supply Issue
12:53.7,35.67915379,1.224404622,Idle,Normal
33:58.5,48.48638045,2.509407578,Acceleration,Normal
17:23.8,18.76140086,1.245356643,Throttle Release,Normal
59:27.3,13.39709144,0.422838367,Throttle Release,Wiring Issue
26:24.8,96.82099982,5,Wide Open Throttle,Normal
19:22.9,104.0607386,4.343324849,Engine OFF,Normal
33:24.3,100.5302332,5,Throttle Release,Power Supply Issue
56:29.6,109.1665335,4.576437454,Engine OFF,Sensor Fault
41:08.0,117.134485,3.880115524,Engine OFF,Sensor Fault
04:19.3,63.31153565,5,Acceleration,Power Supply Issue
34:35.9,14.84848433,1.27360687,Throttle Release,Wiring Issue
59:49.7,104.8599352,5,Engine OFF,Power Supply Issue
38:53.9,21.47106155,0.12583357,Throttle Release,Wiring Issue
59:16.7,83.67346915,0,Engine OFF,Wiring Issue
59:34.3,16.9020443,0.379649195,Throttle Release,Sensor Fault
30:39.1,105.6537096,2.682664507,Acceleration,Normal
24:21.0,29.88998738,2.335634962,Idle,Normal
50:26.1,14.52486333,0,Throttle Release,Normal
02:30.4,22.63709715,0.832339425,Throttle Release,Sensor Fault
04:24.7,59.61076826,0,Acceleration,Wiring Issue
12:23.1,19.673366,2.806568663,Throttle Release,Normal
58:50.9,10.47370908,1.409550895,Throttle Release,Wiring Issue
28:35.0,42.39016529,0.883624209,Idle,Normal
37:17.1,9.588803093,3.426112172,Throttle Release,Sensor Fault
06:11.1,76.07285637,0.173072239,Acceleration,Wiring Issue
58:57.6,17.17078803,0.331771122,Throttle Release,Sensor Fault
24:08.4,108.2486714,0.176889108,Engine OFF,Normal
15:33.3,11.90094415,1.027445208,Throttle Release,Normal
02:54.7,11.56499616,0.117118195,Throttle Release,Sensor Fault
03:54.2,110.5262501,4.931102293,Throttle Release,Sensor Fault
15:42.6,16.597563,0.996152564,Idle,Normal
35:11.8,76.47606546,4.758565591,Wide Open Throttle,Normal
02:29.5,83.08594638,5,Engine OFF,Power Supply Issue
30:51.8,25.01919305,0.739848852,Acceleration,Normal
04:41.4,79.46303018,0,Wide Open Throttle,Wiring Issue
32:21.9,20.7383272,3.975860375,Wide Open Throttle,Power Supply Issue
00:44.9,87.62676329,0.250511494,Wide Open Throttle,Wiring Issue
38:41.9,30.14531492,0.834869948,Idle,Normal
15:36.9,116.531037,4.151683539,Engine OFF,Normal
38:59.5,111.371964,4.350985119,Engine OFF,Normal
26:31.6,43.92584178,3.049687086,Acceleration,Normal
30:21.2,103.5950572,1.280312136,Idle,Normal
28:32.3,25.20974588,3.6212197,Idle,Normal
59:03.3,72.87301915,0.073332336,Wide Open Throttle,Wiring Issue
52:17.3,92.81722979,3.395154171,Engine OFF,Normal
16:45.0,97.37130236,1.748929964,Acceleration,Normal
19:06.1,74.5296664,0.782474602,Acceleration,Normal
12:23.1,69.26967581,2.659691003,Acceleration,Normal
14:42.9,17.73080048,1.679430858,Idle,Normal
22:45.9,71.97475827,0.517176729,Acceleration,Normal
13:53.3,83.26250486,4.463618685,Engine OFF,Normal
55:32.9,104.2478094,3.219407632,Acceleration,Normal
20:16.5,82.74085484,3.147184641,Acceleration,Normal
24:09.5,65.26196918,2.873697008,Acceleration,Normal
31:43.7,100.0633368,3.82324588,Acceleration,Normal
05:53.3,65.45256269,0.121374167,Acceleration,Wiring Issue
21:39.2,45.50494669,4.022874746,Acceleration,Normal
01:36.1,26.10541537,0.703668271,Throttle Release,Sensor Fault
03:14.9,78.42198682,0,Throttle Release,Wiring Issue
32:06.6,30.49300357,1.285522683,Idle,Normal
36:42.3,111.8440972,2.698315981,Engine OFF,Normal
33:09.7,85.97358944,2.777668709,Wide Open Throttle,Normal
01:01.0,69.73381554,0,Wide Open Throttle,Wiring Issue
25:08.7,110.7986365,3.278898347,Wide Open Throttle,Normal
05:43.7,20.55926511,4.656574977,Engine OFF,Sensor Fault
04:19.3,25.86669745,5,Wide Open Throttle,Power Supply Issue
42:56.9,78.68630983,2.769565575,Acceleration,Power Supply Issue
25:45.0,12.22657515,1.03404472,Throttle Release,Normal
29:47.8,110.7057153,1.458174156,Engine OFF,Normal
14:41.2,37.86095832,3.580276432,Idle,Normal
19:11.6,44.55837477,1.171564233,Idle,Normal
02:34.1,47.11385307,5,Acceleration,Power Supply Issue
03:45.1,25.12436522,0.539641041,Throttle Release,Sensor Fault
32:22.5,47.94777787,1.986246019,Idle,Normal
38:41.2,91.72917004,2.911727143,Throttle Release,Normal
23:56.0,107.5615201,4.613117828,Wide Open Throttle,Normal
31:10.7,38.8905891,0.933323522,Idle,Normal
26:40.0,109.3786121,4.064787753,Engine OFF,Normal
37:58.0,14.00293434,0,Throttle Release,Power Supply Issue
23:28.8,108.6246779,4.324225702,Engine OFF,Normal
04:56.7,77.49739325,5,Acceleration,Power Supply Issue
32:27.6,116.5906084,4.758777421,Engine OFF,Sensor Fault
00:04.8,114.7310777,4.863506044,Engine OFF,Sensor Fault
13:13.7,50.63615936,3.264844525,Idle,Normal
37:36.3,114.0036003,3.883023653,Engine OFF,Power Supply Issue
03:25.0,67.77955293,0.037467963,Acceleration,Wiring Issue
22:59.3,16.91805292,0.943059635,Idle,Normal
01:04.5,23.72891694,0.422018847,Throttle Release,Wiring Issue
00:27.6,20.97812469,1.222372997,Engine OFF,Sensor Fault
06:11.1,103.38126,5,Engine OFF,Power Supply Issue
38:53.4,115.3223739,4.338878496,Engine OFF,Sensor Fault
27:46.5,108.333903,3.995354008,Engine OFF,Normal
32:03.9,18.31871097,1.30508958,Throttle Release,Power Supply Issue
16:06.2,90.82523841,3.179346025,Acceleration,Normal
30:00.6,7.732461852,1.013058524,Throttle Release,Normal
02:27.3,63.33910212,0,Throttle Release,Wiring Issue
32:06.0,31.78418675,3.904227469,Engine OFF,Normal
43:34.6,17.55609256,0.376736659,Throttle Release,Wiring Issue
13:52.9,11.41858397,0.613941066,Throttle Release,Sensor Fault
01:43.6,83.89679056,0.239094852,Engine OFF,Wiring Issue
14:37.1,72.30143224,3.384430987,Wide Open Throttle,Normal
32:15.2,116.3236821,3.34269341,Wide Open Throttle,Normal
35:31.5,72.59665412,2.407778885,Acceleration,Normal
17:06.2,112.2986699,4.156992549,Acceleration,Normal
18:39.8,59.94707433,3.945097824,Wide Open Throttle,Normal
44:58.5,88.21821714,4.87407187,Wide Open Throttle,Normal
30:10.7,56.73454358,2.482535245,Wide Open Throttle,Normal
14:29.7,83.53769036,4.369501546,Wide Open Throttle,Normal
34:45.0,42.29493781,4.055049417,Idle,Power Supply Issue
47:34.8,109.6747482,4.128007837,Engine OFF,Power Supply Issue
58:30.7,59.40607255,5,Acceleration,Power Supply Issue
06:11.1,17.32004388,4.589725053,Throttle Release,Sensor Fault
03:41.6,45.91654815,0.108772167,Acceleration,Wiring Issue
15:13.2,77.50455603,4.719896444,Wide Open Throttle,Normal
15:48.4,13.72530814,1.784926532,Throttle Release,Normal
59:24.9,69.74477181,5,Wide Open Throttle,Power Supply Issue
58:14.9,109.1780336,5,Idle,Power Supply Issue
20:25.0,24.16929501,3.268581582,Idle,Normal
23:54.3,99.77244956,3.233907236,Acceleration,Normal
27:47.8,16.04479783,0.277392925,Throttle Release,Wiring Issue
04:34.1,25.07349269,4.765857599,Throttle Release,Sensor Fault
30:46.8,17.93264296,1.33008686,Idle,Normal
31:17.2,53.46554167,3.066854336,Idle,Normal
34:43.8,110.7338797,2.529326031,Engine OFF,Normal
35:12.9,113.0526084,3.981514961,Wide Open Throttle,Normal
21:53.2,9.868932015,0.756361668,Throttle Release,Wiring Issue
29:02.6,107.2634314,3.345329309,Engine OFF,Normal
31:02.2,36.96220408,1.595676583,Acceleration,Normal
53:38.8,105.26796,3.774276929,Wide Open Throttle,Normal
04:31.8,77.1824941,5,Acceleration,Power Supply Issue
53:20.4,18.0544146,0.502713882,Throttle Release,Normal
58:04.8,59.33618156,5,Acceleration,Power Supply Issue
00:26.8,16.37264907,0.666639436,Throttle Release,Sensor Fault
02:56.0,66.43450328,5,Acceleration,Power Supply Issue
24:36.8,108.7678057,4.378872182,Wide Open Throttle,Normal
06:11.1,69.02622558,5,Acceleration,Power Supply Issue
46:33.3,26.61354953,1.131747515,Idle,Normal
19:13.0,101.8221799,3.816180585,Engine OFF,Normal
16:20.8,27.26042092,0.973041785,Idle,Normal
01:44.3,13.2308957,0.20052792,Engine OFF,Sensor Fault
01:29.3,64.73651048,0,Acceleration,Wiring Issue
01:09.8,108.7141601,5,Engine OFF,Sensor Fault
17:55.1,108.0702786,4.487893902,Engine OFF,Normal
52:32.1,79.85077531,3.649217853,Acceleration,Normal
00:20.5,110.9821482,5,Acceleration,Power Supply Issue
15:37.4,63.23653772,2.508447199,Acceleration,Normal
38:43.3,50.41813598,3.842910414,Throttle Release,Normal
57:47.2,4.96385746,0.106534132,Throttle Release,Wiring Issue
17:12.7,62.51423204,3.648839891,Wide Open Throttle,Normal
04:26.6,91.69511185,0.176379561,Wide Open Throttle,Wiring Issue
15:58.0,87.31262443,1.778436458,Wide Open Throttle,Normal
15:35.7,82.09404628,3.626050862,Wide Open Throttle,Normal
43:13.1,106.3637193,4.17315299,Engine OFF,Power Supply Issue
33:18.0,115.0884368,4.378296428,Engine OFF,Normal
35:58.3,35.22120719,1.750424077,Idle,Wiring Issue
21:30.9,109.5966524,3.627528099,Engine OFF,Normal
01:32.6,74.13723612,0.074853677,Acceleration,Wiring Issue
58:56.6,19.63582911,4.918374974,Acceleration,Power Supply Issue
59:33.5,94.33867402,5,Engine OFF,Power Supply Issue
03:46.1,38.84806696,5,Acceleration,Power Supply Issue
28:57.6,39.80639443,3.197004011,Acceleration,Normal
25:17.8,18.75619647,0.346798504,Throttle Release,Normal
35:17.2,46.68422119,1.839034436,Acceleration,Power Supply Issue
28:36.7,41.91582827,2.167251706,Acceleration,Wiring Issue
24:57.9,25.75644129,3.1328193,Idle,Normal
04:00.2,26.63342165,1.575941392,Throttle Release,Sensor Fault
28:12.1,87.45252446,4.469407605,Engine OFF,Normal
02:44.9,18.68225205,0.842160799,Throttle Release,Sensor Fault
26:10.0,35.88613495,2.364745175,Acceleration,Normal
03:32.7,83.76980075,5,Acceleration,Power Supply Issue
27:45.6,116.8344687,3.990138103,Wide Open Throttle,Normal
17:08.2,60.95911112,3.27507479,Acceleration,Normal
00:27.7,41.71198522,5,Wide Open Throttle,Power Supply Issue
41:51.7,17.99397308,1.317861464,Throttle Release,Normal
56:06.0,63.52645396,3.563531261,Acceleration,Normal
39:49.4,31.14495139,1.638378642,Idle,Normal
01:53.9,54.17182691,0,Throttle Release,Wiring Issue
57:41.2,12.72056494,0.297216087,Throttle Release,Sensor Fault
22:01.0,111.1589524,3.877736874,Engine OFF,Sensor Fault
59:49.6,9.892997829,0,Throttle Release,Wiring Issue
27:30.0,46.07096611,0.361180285,Idle,Normal
33:33.5,104.5854347,2.926526449,Engine OFF,Normal
37:16.7,113.8807946,4.556357172,Engine OFF,Normal
36:46.9,22.28423228,0,Throttle Release,Wiring Issue
18:59.4,51.72972266,3.792473895,Engine OFF,Normal
04:25.2,23.01748224,0.471962959,Throttle Release,Sensor Fault
02:52.6,52.09621622,0.021422223,Acceleration,Wiring Issue
32:15.3,111.2107678,3.854632328,Wide Open Throttle,Normal
24:48.9,110.3347907,4.184769142,Engine OFF,Sensor Fault
02:23.8,64.1426002,5,Wide Open Throttle,Power Supply Issue
32:47.5,75.61161507,1.52351165,Acceleration,Normal
04:04.2,12.63811758,5,Acceleration,Power Supply Issue
03:20.9,104.3437109,5,Engine OFF,Power Supply Issue
59:34.1,116.5950034,4.271488263,Engine OFF,Normal
32:20.8,52.20381768,1.143258594,Idle,Normal
18:25.5,86.20231772,3.565919938,Wide Open Throttle,Normal
58:44.8,15.00844112,0.642455024,Throttle Release,Sensor Fault
58:19.9,67.18511968,5,Wide Open Throttle,Power Supply Issue
20:15.7,79.18440623,3.158627633,Wide Open Throttle,Normal
43:57.3,26.56343736,2.197364604,Idle,Normal
33:14.3,89.0611961,3.319837681,Wide Open Throttle,Normal
57:09.2,67.37767947,5,Engine OFF,Power Supply Issue
00:25.3,44.61074585,0,Acceleration,Wiring Issue
46:33.6,53.38628996,3.183122921,Acceleration,Normal
01:49.8,44.91506781,0.610159573,Wide Open Throttle,Wiring Issue
05:11.1,14.67796205,0.413691421,Throttle Release,Normal
20:44.3,51.12665623,2.729132285,Engine OFF,Normal
27:46.1,27.41800952,1.659717822,Acceleration,Normal
25:14.4,118.5584528,2.013218774,Engine OFF,Normal
04:07.7,104.8358232,5,Acceleration,Power Supply Issue
00:36.7,14.00063757,0.425544856,Throttle Release,Sensor Fault
23:03.3,90.36316801,4.970322836,Wide Open Throttle,Normal
16:58.1,75.18255793,3.561614494,Acceleration,Normal
31:02.3,19.81730046,1.360854076,Idle,Normal
25:31.0,40.12205573,0.235511012,Idle,Normal
40:17.3,51.42789832,2.450849959,Acceleration,Normal
58:16.2,62.93327938,0,Wide Open Throttle,Wiring Issue
01:31.6,88.66749959,5,Acceleration,Power Supply Issue
16:13.7,46.73759372,2.371690112,Engine OFF,Normal
45:14.3,23.08423957,2.194833422,Throttle Release,Normal
31:38.5,105.7223141,3.306265037,Acceleration,Normal
59:07.9,99.4867611,4.881811464,Engine OFF,Sensor Fault
03:30.5,85.36405218,0,Wide Open Throttle,Wiring Issue
03:24.0,24.71040821,0.145307397,Throttle Release,Wiring Issue
59:37.6,84.31976573,5,Wide Open Throttle,Power Supply Issue
25:10.5,66.10070541,2.012086728,Acceleration,Normal
45:18.3,59.79565265,0.723453374,Idle,Normal
29:20.0,45.53670891,1.836487658,Engine OFF,Normal
31:41.0,37.77804542,4.0000929,Acceleration,Normal
02:40.6,70.62512741,0.447005722,Throttle Release,Wiring Issue
56:48.9,45.26078141,2.623789651,Acceleration,Normal
29:30.1,53.74682067,2.984649801,Acceleration,Normal
57:08.6,47.64619923,0,Wide Open Throttle,Wiring Issue
58:16.8,111.2827544,5,Wide Open Throttle,Power Supply Issue
57:21.2,102.8082724,5,Acceleration,Power Supply Issue
02:50.5,33.84857302,4.354369821,Acceleration,Power Supply Issue
58:33.1,9.385510731,0.423180652,Throttle Release,Normal
03:57.7,44.7891726,5,Acceleration,Power Supply Issue
45:06.4,61.22888446,2.808300988,Acceleration,Normal
37:04.8,85.8309447,3.0956871,Acceleration,Normal
45:42.6,6.096121545,0,Throttle Release,Wiring Issue
34:47.5,51.36699969,1.415171822,Idle,Normal
59:13.1,48.59737211,0.223883769,Acceleration,Wiring Issue
58:47.3,115.6807899,4.078087287,Engine OFF,Sensor Fault
19:46.0,67.6222504,3.444955591,Engine OFF,Normal
38:38.0,52.94919455,2.990691322,Acceleration,Normal
57:12.8,30.28434235,1.226881622,Throttle Release,Sensor Fault
22:59.5,90.64409921,4.196727559,Engine OFF,Normal
59:42.5,45.52383116,0,Wide Open Throttle,Wiring Issue
44:10.2,82.35318913,3.382064175,Wide Open Throttle,Normal
59:27.8,61.42977782,0.134027197,Wide Open Throttle,Wiring Issue
26:28.5,18.89581481,1.36143858,Throttle Release,Normal
00:26.6,16.62052945,0.44752856,Throttle Release,Sensor Fault
42:59.5,9.053755578,0,Throttle Release,Wiring Issue
58:33.3,30.49791637,5,Engine OFF,Power Supply Issue
00:29.8,20.86208617,0.251519654,Acceleration,Wiring Issue
00:25.5,77.44638789,5,Wide Open Throttle,Power Supply Issue
53:21.2,21.28274808,0.37657743,Throttle Release,Normal
19:43.9,108.952652,3.760735677,Engine OFF,Power Supply Issue
57:15.0,53.8145249,5,Idle,Power Supply Issue
49:31.1,14.85598088,0,Throttle Release,Power Supply Issue
59:15.4,72.07811592,5,Acceleration,Power Supply Issue
52:28.3,12.08953493,1.890395057,Throttle Release,Normal
49:55.6,85.86664794,2.522516993,Engine OFF,Normal
41:14.1,112.0287272,4.293627382,Engine OFF,Normal
34:02.8,12.14665415,0.471896994,Throttle Release,Sensor Fault
02:03.2,99.06505337,5,Engine OFF,Power Supply Issue
57:11.6,74.24975774,0,Acceleration,Wiring Issue
02:28.3,107.0922581,5,Acceleration,Power Supply Issue
33:26.7,101.2097022,3.691127204,Engine OFF,Normal
19:10.8,105.5166366,4.563744673,Engine OFF,Normal
04:04.7,81.04192589,0.147579974,Acceleration,Wiring Issue
58:35.5,33.12592988,4.933252492,Acceleration,Power Supply Issue
25:57.4,112.2779651,4.464348319,Engine OFF,Normal
57:36.8,64.89223521,5,Acceleration,Power Supply Issue
59:48.4,72.17164515,0.079698676,Wide Open Throttle,Wiring Issue
58:13.9,14.90387431,0.011574694,Throttle Release,Normal
25:26.3,19.42964486,0.866815815,Throttle Release,Normal
38:37.4,44.30535468,2.015700621,Acceleration,Normal
18:39.1,110.6967445,4.050475723,Engine OFF,Normal
38:08.8,85.02765459,3.611404037,Wide Open Throttle,Normal
49:41.0,112.7027226,3.384765811,Idle,Normal
23:47.5,115.0752361,3.483187862,Engine OFF,Normal
35:19.3,63.01260575,5,Acceleration,Power Supply Issue
59:58.5,69.43809093,5,Acceleration,Power Supply Issue
04:09.9,75.32950659,0.610692528,Wide Open Throttle,Wiring Issue
39:15.6,12.78873378,0.950649347,Throttle Release,Normal
22:56.4,7.383421139,2.052711962,Throttle Release,Normal
15:20.0,92.0662897,2.241861742,Acceleration,Normal
23:23.8,11.92150848,2.110736044,Throttle Release,Normal
35:59.1,108.5434986,4.408355399,Engine OFF,Power Supply Issue
57:43.9,85.08206924,0,Wide Open Throttle,Wiring Issue
59:18.7,111.0047524,5,Engine OFF,Power Supply Issue
22:53.1,112.6571806,2.513135579,Acceleration,Normal
15:06.1,109.2102718,2.706550019,Wide Open Throttle,Normal
23:41.5,43.55617603,0.633096525,Acceleration,Normal
21:03.2,14.51673606,0.881679297,Idle,Normal
18:48.5,114.6769432,3.865073145,Wide Open Throttle,Normal
58:31.9,27.28726482,1.630223177,Acceleration,Normal
31:45.6,14.89982379,0.585175668,Throttle Release,Wiring Issue
18:21.5,112.8873267,1.077173081,Engine OFF,Normal
26:01.3,60.47942894,1.714027695,Acceleration,Normal
46:17.8,78.50771568,3.609409189,Acceleration,Power Supply Issue
17:45.4,27.95006006,3.12788243,Idle,Normal
50:25.5,28.41394709,1.796498505,Idle,Normal
53:03.5,19.66588362,4.937824264,Acceleration,Power Supply Issue
28:50.0,32.01712396,2.223052223,Throttle Release,Normal
17:12.5,99.62965798,3.684585692,Wide Open Throttle,Normal
38:59.8,50.74095403,1.703580721,Acceleration,Normal
55:54.8,78.24337782,3.512412483,Engine OFF,Normal
03:45.0,24.4369125,0.349362398,Throttle Release,Sensor Fault
27:05.5,38.81658577,2.719730061,Acceleration,Normal
57:28.4,15.87291799,0.613913254,Throttle Release,Sensor Fault
04:13.2,20.06530939,2.41780443,Throttle Release,Sensor Fault
44:50.8,43.89212643,2.590594348,Acceleration,Power Supply Issue
41:09.3,11.77274793,3.882795171,Idle,Normal
41:41.9,75.48882119,5,Throttle Release,Power Supply Issue
35:02.7,44.4470347,1.423780345,Idle,Normal
49:28.9,54.22874882,2.056474352,Acceleration,Normal
28:30.0,56.12895482,0.404223021,Acceleration,Normal
15:26.7,88.57685422,2.306257228,Wide Open Throttle,Normal
59:26.8,64.22644886,5,Acceleration,Power Supply Issue
14:05.3,104.3799132,4.296875181,Wide Open Throttle,Normal
12:23.1,6.289167428,1.16258847,Throttle Release,Normal
18:03.1,69.77481185,4.317164363,Wide Open Throttle,Normal
55:49.0,25.46101875,4.074069516,Engine OFF,Sensor Fault
01:34.1,14.80770522,0.473468444,Engine OFF,Sensor Fault
03:22.2,9.755029785,0,Throttle Release,Sensor Fault
59:11.7,101.6846538,5,Wide Open Throttle,Power Supply Issue
02:47.7,16.17603507,0.16120423,Throttle Release,Sensor Fault
24:18.0,114.6010295,4.070360064,Engine OFF,Normal
03:59.7,44.10520967,5,Acceleration,Power Supply Issue
41:29.4,48.19729198,1.481455547,Acceleration,Normal
59:54.1,63.53186704,5,Acceleration,Power Supply Issue
54:49.3,111.8762678,4.332729491,Engine OFF,Wiring Issue
39:35.0,105.5476765,3.765890158,Engine OFF,Normal
06:03.3,69.28269284,0,Throttle Release,Wiring Issue
26:53.8,37.87382706,1.351452492,Idle,Normal
16:47.7,71.65723465,0.308578778,Acceleration,Normal
59:18.5,76.2879232,5,Acceleration,Power Supply Issue
01:43.3,95.74146748,0,Acceleration,Wiring Issue
04:10.6,111.4027218,0,Engine OFF,Power Supply Issue
02:14.3,72.06931414,5,Wide Open Throttle,Power Supply Issue
04:00.9,25.17032003,0.073123201,Throttle Release,Sensor Fault
58:47.6,64.20339561,5,Wide Open Throttle,Power Supply Issue
44:49.0,110.2065156,3.971073857,Engine OFF,Power Supply Issue
02:09.1,63.83136263,5,Acceleration,Power Supply Issue
12:24.9,23.67572141,2.534678713,Acceleration,Normal
24:27.2,40.47036923,1.13954364,Idle,Normal
29:53.6,80.24171351,4.400506664,Wide Open Throttle,Normal
16:43.8,10.41813422,4.803515888,Throttle Release,Normal
25:12.1,11.60018812,0.735053174,Throttle Release,Wiring Issue
59:57.2,18.98937147,4.629886614,Throttle Release,Sensor Fault
31:31.8,76.49573122,1.908254882,Idle,Normal
04:51.9,65.92663201,5,Acceleration,Power Supply Issue
40:34.4,74.5749839,2.55194398,Acceleration,Normal
13:27.2,111.3784327,4.028282076,Engine OFF,Normal
00:02.5,119.0413132,5,Acceleration,Power Supply Issue
19:43.5,89.52951587,3.931130338,Acceleration,Normal
18:35.5,27.82676632,0.701075309,Idle,Power Supply Issue
40:35.9,105.0405457,1.7767916,Engine OFF,Normal
20:35.6,111.8412138,3.667406337,Engine OFF,Normal
00:43.8,48.92991107,0,Acceleration,Wiring Issue
20:14.5,83.05023037,3.462690852,Wide Open Throttle,Normal
28:12.1,24.72602902,1.761096121,Idle,Normal
00:35.3,9.668603703,0.308727346,Throttle Release,Sensor Fault
41:09.1,16.35200133,0.871792517,Throttle Release,Normal
15:05.3,81.50925074,1.812231455,Wide Open Throttle,Normal
01:29.4,23.46463842,0.502990538,Throttle Release,Sensor Fault
03:19.5,115.701959,5,Engine OFF,Power Supply Issue
50:17.0,80.61175774,1.800010789,Idle,Normal
29:43.3,89.32225714,3.485236197,Acceleration,Normal
59:23.5,82.16653461,0,Acceleration,Wiring Issue
14:58.0,109.6924208,4.116434303,Engine OFF,Normal
32:43.5,110.9041766,4.127278745,Wide Open Throttle,Normal
03:04.4,15.25867029,0.462496091,Throttle Release,Sensor Fault
03:04.5,22.75158519,5,Throttle Release,Sensor Fault
03:03.4,20.73721601,0,Throttle Release,Sensor Fault
04:11.7,23.3988949,0.216766988,Throttle Release,Sensor Fault
37:45.1,36.95511087,1.793604191,Engine OFF,Normal
02:51.2,88.58073974,5,Wide Open Throttle,Power Supply Issue
23:04.6,114.8876441,4.397339547,Engine OFF,Normal
20:01.7,112.596555,4.281516609,Engine OFF,Normal
53:40.0,64.67922031,0,Idle,Wiring Issue
01:24.1,57.25264102,5,Acceleration,Power Supply Issue
47:32.9,57.75488259,3.665018946,Acceleration,Normal
54:41.3,81.05742551,5,Acceleration,Power Supply Issue
